,Name,Album,Artist,Release_date,Release_year,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Valence,Loudness,Speechiness,Tempo,Time_signature
13,Tombstone,Tombstone,Ocean Alley,11/12/2019,2019,241173,57,0.0503,0.397,0.527,0.008,0.12,0.796,-9.625,0.0263,169.015,4
14,Skin,Sunlight,Spacey Jane,12/06/2020,2020,194000,59,0.0295,0.394,0.811,0.00181,0.17,0.804,-4.306,0.0291,124.209,4
15,Screw Loose,Screw Loose,Lime Cordiale,3/07/2020,2020,254405,53,0.0185,0.657,0.559,0.002,0.147,0.562,-8.176,0.0452,151.871,4
16,Is It True,The Slow Rush,Tame Impala,14/02/2020,2020,239266,71,0.00307,0.731,0.664,0.35,0.133,0.661,-5.474,0.0302,118.018,4
17,Tangerine,Dreamland,Glass Animals,7/08/2020,2020,200583,67,0.114,0.845,0.583,0.000536,0.1,0.842,-5.948,0.0773,149.941,4
18,You should be sad,Manic,Halsey,17/01/2020,2020,205473,78,0.143,0.591,0.585,0,0.109,0.324,-6.35,0.0277,110.94,4
19,Addicted To The Sunshine,14 Steps To A Better You,Lime Cordiale,10/07/2020,2020,270837,51,0.0187,0.677,0.636,1.70E-06,0.321,0.889,-8.901,0.0284,126.027,4
20,Energy,Energy,Stace Cadet,24/04/2020,2020,208550,65,0.000327,0.703,0.822,0.682,0.278,0.443,-5.142,0.0366,125.004,4
21,Complicated,Complicated,Eves Karydas,3/06/2020,2020,197977,57,0.155,0.84,0.503,0,0.355,0.663,-6.775,0.0607,108.882,4
22,Good News,Good News,Mac Miller,9/01/2020,2020,342040,64,0.853,0.794,0.32,0.134,0.112,0.241,-12.92,0.173,174.088,4
23,Blue World,Circles,Mac Miller,17/01/2020,2020,209440,75,0.389,0.742,0.553,0,0.0694,0.508,-8.98,0.419,84.931,4
24,Reality Check Please,Reality Check Please,Lime Cordiale,29/10/2020,2020,220597,55,0.00976,0.703,0.639,0.468,0.165,0.622,-7.341,0.0316,138.048,4
25,No Plans To Make Plans,14 Steps To A Better You,Lime Cordiale,10/07/2020,2020,258423,53,0.226,0.814,0.504,0.00101,0.688,0.708,-10.216,0.119,90.03,4
26,Under The Thunder,Under The Thunder,Skegss,24/06/2020,2020,215720,54,0.000574,0.518,0.837,0.00984,0.128,0.796,-3.87,0.0361,97.688,4
27,Straightfaced,Sunlight,Spacey Jane,12/06/2020,2020,218960,55,0.00301,0.48,0.69,0,0.0734,0.391,-5.309,0.0287,142.908,4
28,Dribble,Dribble,Sycco,15/07/2020,2020,240837,57,0.206,0.586,0.693,0,0.0971,0.518,-5.92,0.0434,94.025,4
29,Bagi-la-m Bargan,Bagi-la-m Bargan,Birdz,20/08/2020,2020,252373,51,0.13,0.414,0.79,0,0.295,0.323,-4.905,0.107,100.024,4
30,Reasons,Reasons,San Cisco,13/02/2020,2020,192298,51,0.0913,0.611,0.78,0,0.209,0.315,-3.672,0.0439,125.01,4
31,Criminals,THE GLOW,DMA'S,10/07/2020,2020,195013,51,0.00171,0.471,0.672,0,0.161,0.496,-4.034,0.0313,79.008,4
32,Breathe Deeper,The Slow Rush,Tame Impala,14/02/2020,2020,372866,68,0.0245,0.664,0.848,0.000127,0.172,0.502,-4.51,0.0322,104.998,4
33,Everybody Rise,Everybody Rise,Amy Shark,18/06/2020,2020,190322,64,0.0335,0.702,0.676,0,0.102,0.65,-6.679,0.0526,103.057,4
34,Running Red Lights (feat. Rivers Cuomo & Pink Siifu),Running Red Lights (feat. Rivers Cuomo & Pink Siifu),The Avalanches,18/03/2020,2020,279613,58,0.258,0.672,0.684,0,0.393,0.664,-6.084,0.0235,100.51,4
35,forget me too (feat. Halsey),Tickets To My Downfall,Machine Gun Kelly,25/09/2020,2020,171620,79,0.000417,0.654,0.875,0.0086,0.194,0.522,-4.845,0.0744,99.975,4
36,SO DONE,SO DONE,The Kid LAROI,23/10/2020,2020,126521,82,0.232,0.719,0.598,0,0.115,0.303,-6.254,0.077,142.592,4
37,Parasite Eve,Parasite Eve,Bring Me The Horizon,25/06/2020,2020,291812,70,0.0289,0.589,0.797,4.35E-06,0.383,0.232,-5.464,0.15,102.489,4
38,Righteous,Legends Never Die,Juice WRLD,10/07/2020,2020,242180,81,0.0417,0.706,0.625,0,0.129,0.225,-7.426,0.0314,142.948,4
39,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,10/07/2020,2020,205484,84,0.0172,0.625,0.814,0,0.158,0.535,-5.181,0.0657,144.991,4
40,I Still Dream About You,Don't Waste Your Anger,The Smith Street Band,17/04/2020,2020,258216,51,0.000437,0.146,0.806,0.0162,0.0922,0.347,-4.863,0.043,166.882,4
41,WHATS POPPIN,Sweet Action,Jack Harlow,13/03/2020,2020,139741,82,0.017,0.923,0.604,0,0.272,0.826,-6.671,0.245,145.062,4
42,together,together,Ziggy Alberts,24/01/2020,2020,243000,61,0.904,0.828,0.375,3.03E-05,0.127,0.749,-10.78,0.0539,114.965,4
43,You & I,You & I,G Flip,2/10/2020,2020,196281,54,0.0153,0.606,0.592,0.0417,0.223,0.287,-6.656,0.0838,179.969,4
44,as long as you care,as long as you care,Ruel,10/09/2020,2020,193189,67,0.00692,0.55,0.591,0,0.11,0.308,-6.833,0.0377,78.68,4
45,Pretty Lady,Pretty Lady,Tash Sultana,9/04/2020,2020,277908,65,0.705,0.471,0.602,5.73E-06,0.0936,0.573,-7.302,0.132,118.193,4
46,Animals,Animals,Architects,20/10/2020,2020,244364,69,0.000123,0.532,0.759,0.02,0.073,0.293,-3.842,0.0319,95.01,4
47,Ain't It Different (feat. AJ Tracey & Stormzy),Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,20/08/2020,2020,196363,73,0.00988,0.767,0.569,1.45E-05,0.109,0.524,-6.805,0.216,77.052,4
48,Wishing Well,Legends Never Die,Juice WRLD,10/07/2020,2020,194621,87,0.00336,0.65,0.613,0,0.267,0.0804,-6.13,0.128,149.972,4
49,Nothing to Love About Love,Nothing to Love About Love,Peking Duk,30/10/2020,2020,209013,58,0.0001,0.506,0.607,3.31E-05,0.266,0.591,-7.001,0.0336,132.959,4
50,Your Love (Déjà Vu),Dreamland,Glass Animals,7/08/2020,2020,234372,59,0.0167,0.851,0.663,0.363,0.103,0.605,-7.168,0.0532,108.004,4
51,The Glow,THE GLOW,DMA'S,10/07/2020,2020,174266,49,1.30E-05,0.414,0.908,0,0.249,0.759,-4.09,0.038,149.941,4
52,In Your Eyes,After Hours,The Weeknd,20/03/2020,2020,237520,86,0.00285,0.667,0.719,8.10E-05,0.0736,0.717,-5.371,0.0346,100.021,4
53,Blue - Flume Remix,Blue (Flume Remix),Eiffel 65,3/07/2020,2020,166666,62,0.434,0.743,0.701,0.0075,0.249,0.659,-3.907,0.0886,134.987,4
54,I Think You're Great,The Theory of Absolutely Nothing,Alex the Astronaut,21/08/2020,2020,226941,47,0.0157,0.622,0.863,0.00835,0.599,0.811,-5.912,0.0466,122.747,4
55,On The Line,On The Line,San Cisco,22/05/2020,2020,300657,49,0.0333,0.64,0.863,0.00148,0.146,0.653,-4.547,0.031,131.073,4
56,Sobercoaster,Sobercoaster,Beddy Rays,22/04/2020,2020,162319,51,7.93E-05,0.297,0.951,0,0.349,0.568,-2.502,0.0843,188.097,4
57,Fly Away,Fly Away,Tones And I,13/11/2020,2020,178156,71,0.223,0.805,0.515,0,0.238,0.488,-6.201,0.0915,124.969,4
58,Gimme Love,Gimme Love,Joji,16/04/2020,2020,214557,72,0.696,0.482,0.631,0.0242,0.209,0.0743,-6.917,0.0986,126.576,3
59,GO (feat. Juice WRLD),GO (feat. Juice WRLD),The Kid LAROI,12/06/2020,2020,183947,68,0.185,0.544,0.744,0,0.336,0.572,-5.007,0.0889,73.699,4
60,Pretty Grim,Pretty Grim,Ruby Fields,24/09/2020,2020,166013,49,0.1,0.524,0.665,0,0.0955,0.325,-4.553,0.0342,109.919,4
61,Run,Run,Joji,6/02/2020,2020,195000,68,0.0416,0.447,0.72,0.000297,0.614,0.362,-3.954,0.0332,157.892,3
62,Day & Age,Day & Age,Ball Park Music,5/06/2020,2020,230448,50,0.16,0.536,0.456,0.00799,0.108,0.298,-6.055,0.0339,122.004,4
63,Soak Me In Bleach,Everyone Loves You… Once You Leave Them,The Amity Affliction,21/02/2020,2020,225916,49,0.000137,0.256,0.91,0,0.139,0.196,-5.278,0.119,109.656,5
64,C'MON (feat. Travis Barker),C'MON (feat. Travis Barker),Amy Shark,22/10/2020,2020,220461,59,0.425,0.626,0.665,0,0.0331,0.303,-5.59,0.0458,122.004,4
65,Fantasising,Fantasising,Skegss,16/09/2020,2020,206733,52,1.66E-05,0.176,0.962,0.522,0.321,0.425,-3.139,0.103,153.951,4
66,Boss Bitch,Boss Bitch,Doja Cat,23/01/2020,2020,134239,82,0.127,0.707,0.955,0,0.202,0.575,-4.593,0.222,125.989,4
67,Lie To Me,Lie To Me,Vera Blue,20/08/2020,2020,226853,57,0.11,0.683,0.572,1.54E-05,0.0895,0.583,-7.086,0.0447,100.035,4
68,Second,Second,Hope D,12/03/2020,2020,272278,51,0.018,0.508,0.893,0,0.119,0.388,-3.542,0.0775,80.979,4
69,Low,Low,Chet Faker,2/10/2020,2020,274423,64,0.131,0.651,0.533,0.181,0.158,0.573,-8.726,0.0592,79.538,4
70,Obey (with YUNGBLUD),Obey (with YUNGBLUD),Bring Me The Horizon,2/09/2020,2020,220538,66,0.000103,0.462,0.99,0,0.374,0.204,-3.175,0.211,137.061,4
71,Way Down,Lonely Diamond,Ocean Alley,19/06/2020,2020,200626,53,0.00307,0.639,0.653,0.0465,0.0711,0.716,-9.053,0.0321,142.942,4
72,Don't Need You,Don't Need You,Genesis Owusu,15/05/2020,2020,185786,51,0.153,0.927,0.475,2.89E-05,0.0848,0.553,-6.864,0.162,119.975,4
73,Scream Drive Faster,Scream Drive Faster,LAUREL,11/08/2020,2020,240666,59,0.0208,0.625,0.706,0,0.0498,0.699,-5.145,0.0316,129.987,4
74,Photo ID,I'm Allergic To Dogs!,Remi Wolf,24/06/2020,2020,265263,71,0.111,0.822,0.66,0,0.143,0.802,-3.637,0.0819,113.956,4
75,Baby It's You,Baby It's You,London Grammar,19/08/2020,2020,242239,60,0.085,0.508,0.827,0.0134,0.0572,0.14,-8.612,0.0357,118.009,4
76,House Arrest,House Arrest,Sofi Tukker,15/05/2020,2020,216441,66,0.0187,0.654,0.818,0.103,0.0806,0.557,-6.27,0.0332,123.982,4
77,Lady Marmalade - triple j Like A Version,Lady Marmalade (triple j Like A Version),G Flip,13/03/2020,2020,261924,45,0.00255,0.652,0.724,0,0.396,0.768,-7.423,0.0394,112.991,4
78,my future,my future,Billie Eilish,30/07/2020,2020,208155,79,0.795,0.444,0.309,0.132,0.352,0.0875,-10.956,0.062,104.745,4
79,Freaks,Freaks,FISHER,20/03/2020,2020,175255,53,0.00223,0.806,0.869,0.775,0.123,0.785,-4.344,0.0544,124.01,4
80,Weightless,Sunlight,Spacey Jane,12/06/2020,2020,251053,56,0.000575,0.487,0.877,0.00341,0.135,0.385,-4.625,0.0335,99.948,4
81,The Clap,High Risk Behaviour,The Chats,27/03/2020,2020,89640,48,0.0177,0.651,0.693,5.93E-06,0.0411,0.967,-6.15,0.0929,91.035,4
82,Down for You,Down for You,Cosmo's Midnight,31/01/2020,2020,193716,59,0.275,0.763,0.547,1.79E-06,0.108,0.634,-8.017,0.0601,97.003,4
83,Chicken Tenders,What Could Possibly Go Wrong,Dominic Fike,31/07/2020,2020,170405,63,0.268,0.746,0.741,0,0.644,0.72,-5.459,0.0567,119.983,4
84,Too Tough Terry,Too Tough Terry,Dune Rats,13/11/2020,2020,157299,49,0.0523,0.595,0.985,0,0.359,0.417,-2.552,0.113,75.512,4
85,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,14/08/2020,2020,261492,88,0.244,0.761,0.518,3.47E-05,0.107,0.522,-8.871,0.134,133.976,4
86,Three Leaf Clover,Three Leaf Clover,Teenage Joans,26/03/2020,2020,196358,49,0.000787,0.548,0.799,0.00262,0.268,0.509,-4.098,0.0324,124.019,4
87,HEART ATTACK (feat. lau.ra),BRONSON,BRONSON,7/08/2020,2020,209600,56,0.163,0.556,0.649,0.214,0.109,0.119,-5.807,0.0781,121.999,4
88,In Her Eyes,In Her Eyes,The Jungle Giants,17/11/2020,2020,174401,61,0.00373,0.89,0.505,0.438,0.0474,0.94,-3.106,0.0481,119.011,4
89,No Time To Die,No Time To Die,Billie Eilish,13/02/2020,2020,242265,78,0.917,0.38,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.537,4
90,Charlie - triple j Like A Version,Charlie (triple j Like A Version),Bugs,6/03/2020,2020,235194,51,0.00706,0.394,0.557,0.00365,0.0992,0.338,-9.392,0.0374,79.496,3
91,These Days,These Days,Thelma Plum,28/05/2020,2020,203250,54,0.814,0.545,0.281,0,0.108,0.427,-8.677,0.027,87.757,4
92,"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,Internet Money,28/08/2020,2020,195428,86,0.25,0.8,0.658,0,0.111,0.462,-6.142,0.079,140.042,4
93,Rain,Rain,Aitch,5/03/2020,2020,183065,67,0.0262,0.871,0.87,1.98E-06,0.109,0.83,-4.797,0.202,150.147,4
94,Loose Ends (feat. G Flip),Loose Ends (feat. G Flip),Illy,17/07/2020,2020,236855,49,0.0511,0.704,0.666,0.00238,0.258,0.552,-6.652,0.0735,90.015,4
95,Germaphobe,Brain Candy,Hockey Dad,31/07/2020,2020,204690,48,0.000785,0.47,0.954,0,0.0971,0.412,-3.966,0.0718,127.98,4
96,Audacity (feat. Headie One),Heavy Is The Head,Stormzy,13/12/2019,2020,245920,64,0.0523,0.678,0.516,0,0.13,0.11,-4.601,0.444,133.939,4
97,Your Man,Nectar,Joji,25/09/2020,2020,163758,68,0.624,0.785,0.818,0.149,0.149,0.0503,-8.711,0.099,117.98,4
98,Itch,Itch,Hockey Dad,14/02/2020,2020,294063,43,0.0119,0.253,0.791,0,0.0957,0.0808,-4.889,0.0447,159.916,4
99,Kool,Hey u x,BENEE,13/11/2020,2020,168736,62,0.00492,0.911,0.811,6.21E-06,0.209,0.97,-3.637,0.0509,119.054,4
