name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Cold Arms,Wilder Mind,Mumford & Sons,7kpZ9isu48poYKpaAb0wiR,1/05/2015,0,169906,0.431,0.815,0.144,1.10E-06,0.124,0.0491,-12.07,0.039,137.683,11,4,Sad
Cold Nights,Cold Nights,Camo Columbo,1q3AoLCoawd8Gpm9wP7sHi,3/01/2020,51,189813,0.941,0.321,0.421,9.34E-05,0.0967,0.787,-7.918,0.0583,107.011,11,4,Sad
Consequences,Camila,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,12/01/2018,74,178466,0.455,0.889,0.292,0,0.106,0.43,-6.792,0.0563,84.339,0,5,Sad
Conversation,Conversation,Lucy Rose,4THgqBGsTYJcNcQWCV92AP,10/01/2019,45,229560,0.242,0.901,0.137,0.0105,0.167,0.0644,-16.332,0.0322,92.454,2,3,Sad
Creep,The Best Of,Radiohead,1ytTeSRAU6IRo2itVDwtPv,7/04/2008,0,238640,0.515,0.0102,0.43,0.000141,0.129,0.104,-9.935,0.0369,91.841,7,4,Sad
Cursive,As Long As - EP,Billie Marten,5Iy1wdO0tMaHwKnfFYtlel,13/11/2015,62,240400,0.494,0.935,0.267,5.58E-05,0.128,0.166,-11.54,0.0308,115.117,0,3,Sad
Dancing On My Own,Dancing On My Own,Calum Scott,02WacdrRpm4zlP8H7X6bnQ,3/06/2016,9,260004,0.608,0.851,0.174,1.92E-05,0.0855,0.193,-8.796,0.0332,112.175,1,4,Sad
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Sloan,1TQXIltqoZ5XXyfCbAeSQQ,28/06/2019,78,197732,0.629,0.761,0.327,2.96E-05,0.103,0.381,-8.285,0.029,74.953,11,4,Sad
Dancing With an Astronaut,Dancing With an Astronaut,Ellie Rose,43cElHKBLhVdsz0cPETPIj,27/09/2019,41,168141,0.516,0.487,0.407,0.0235,0.252,0.17,-7.841,0.0283,74.894,9,4,Sad
Dark Side of the Gym,Sleep Well Beast,The National,1OdpIb0nzhDcqwkiYp0O1u,8/09/2017,52,290093,0.642,0.726,0.475,0.786,0.12,0.453,-11.404,0.0294,103.955,2,3,Sad
Darkest Hour,Darkest Hour,Low Roar,36I7pi5g6XZJm3bcgqmLyE,18/10/2019,29,179520,0.694,0.612,0.359,0.738,0.137,0.348,-16.105,0.0408,125.077,9,4,Sad
Dear Diary,Dear Diary,Anthony Ramos,5AqPW3fH2H4ORBYTVwfHep,19/07/2019,0,216933,0.474,0.587,0.41,3.97E-06,0.114,0.37,-9.373,0.0644,125.085,7,3,Sad
Desire Lines,Split,Lush,63JP68VirmCXtWRoMTX8Xi,1994,39,459506,0.379,0.000169,0.652,0.0043,0.077,0.0724,-5.406,0.0325,121.035,9,4,Sad
Dive,The Soft Cavalry,The Soft Cavalry,5TvkWUGywzfVF5HQ9uySVF,5/07/2019,0,255384,0.434,0.0418,0.531,0.00021,0.0941,0.0935,-10.05,0.0305,156.155,2,4,Sad
Dolerme,Dolerme,ROSALÃA,2reL9PAUza4PUtbjqW1fRf,24/03/2020,68,143975,0.545,0.785,0.478,0.00278,0.123,0.318,-7.035,0.0559,173.746,8,4,Sad
Donâ€™t Delete The Kisses,Visions Of A Life,Wolf Alice,1LomCMl5wD3MPVlC6smUHe,29/09/2017,59,275226,0.604,0.0011,0.789,0.828,0.368,0.348,-6.259,0.0273,122.032,5,4,Sad
Dreams Tonite,Antisocialites,Alvvays,0DRvClQbN9znQ295sx76VC,8/09/2017,62,196026,0.511,0.0108,0.622,4.51E-06,0.127,0.425,-5.727,0.0242,99.934,2,4,Sad
Dust On The Ground,Flaws,Bombay Bicycle Club,2SbIONplUQ0BvXyRgGDgCz,1/01/2010,0,243752,0.605,0.757,0.319,0.00237,0.116,0.273,-10.892,0.0306,109.603,10,4,Sad
Easily,A Song For Every Moon,Bruno Major,2k9N4caeCIJLOWwWwssrEM,31/08/2017,76,210240,0.772,0.491,0.256,0.00612,0.144,0.357,-8.545,0.0481,118.902,7,3,Sad
Eden - Hunted Version,Hunted,Anna Calvi,5zfsg3FNA03fCUZzW2a9Fr,6/03/2020,35,257815,0.158,0.965,0.0963,0.105,0.0752,0.0395,-18.225,0.0398,71.012,0,4,Sad
Emotions in Motion,Emotions in Motion,Jaakko Eino Kalevi,4UmpEQtTlhBOxDPePaK8qR,1/08/2018,23,256906,0.651,0.199,0.503,0.644,0.0781,0.558,-10.906,0.0323,133.044,0,4,Sad
Everybody Hurts,Part Lies Part Heart Part Truth Part Garbage 1982-2011,R.E.M.,0sSxUKtpE11r5VVx1DIMww,11/11/2011,0,316880,0.282,0.568,0.476,0.0185,0.157,0.186,-6.524,0.0274,187.604,2,3,Sad
Falling,Fine Line,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,13/12/2019,87,240133,0.567,0.839,0.267,1.46E-06,0.089,0.0592,-6.502,0.0299,110.011,4,4,Sad
Falling Ashes,Slowdive,Slowdive,6Zr0mt1HdVUwTEdMwqPXsC,5/05/2017,45,480758,0.332,0.954,0.255,0.752,0.0784,0.134,-13.698,0.0309,187.786,9,4,Sad
Falling Asleep,Falling Asleep,Tiz McNamara,1FunUekKzZ9Mgt3BMYCrfF,25/10/2019,53,202400,0.537,0.899,0.201,0.00163,0.077,0.196,-12.948,0.033,134.087,2,4,Sad
Feels Like We're Dying,Far Away,Johnny Goth,0IvaKmBYBLVcdP0Ft8Dwik,22/02/2017,51,185250,0.579,0.73,0.411,0.8,0.0945,0.125,-13.068,0.0329,79.988,6,1,Sad
Fire in Cairo,A Sentimental Education,Luna,71Znjl8mUrHfSg38OQU8bb,22/09/2017,31,209052,0.587,0.379,0.713,0.439,0.332,0.816,-8.858,0.0268,130.05,1,4,Sad
Fix You,Fix You,Valentin,0x4CFzoSdqVq5qTGgwZFuX,22/11/2019,47,240000,0.5,0.671,0.185,0,0.0827,0.159,-13.209,0.0302,140.148,1,4,Sad
Fly - King Britt's Fhloston Paradigm Remix,Fly (King Britt's Fhloston Paradigm Remix),Low,69VbrwGah98lR7iuXkrk7e,18/07/2019,31,448426,0.614,0.521,0.498,0.855,0.136,0.418,-14.325,0.0466,120.003,10,3,Sad
Ghostride,Ghostride,Crumb,6mnYXjuK0CDzqem4eR5JGU,9/05/2019,0,126120,0.664,0.511,0.352,0.806,0.109,0.45,-9.426,0.0278,87.054,2,4,Sad
Goodbye,The Devil's Walk,Apparat,4VxaUj96W2jw9UOtKHu51p,2011,69,256786,0.484,0.406,0.457,0.646,0.297,0.187,-13.976,0.0456,87.159,1,4,Sad
Goshen,East Harlem,Beirut,5rLZGAZOstOC3fqhmGChvK,14/06/2011,0,200146,0.284,0.848,0.262,0.00483,0.0966,0.107,-9.869,0.028,98.66,11,4,Sad
Harvest Love,Harvest Love,Tash Sultana,2KK7OUblFkd7TT9TjWgW7z,13/07/2018,41,365928,0.276,0.314,0.251,6.05E-06,0.122,0.18,-9.078,0.0295,95.705,2,4,Sad
Heavenly,Heavenly,Cigarettes After Sex,0M6TLjxixptslrmQpWbRoR,28/08/2019,3,288594,0.539,0.617,0.432,0.692,0.11,0.133,-9.298,0.0249,105.196,8,4,Sad
How To Fight,How To Fight,Eartheater,6ruBSXfnFc6raFDFm9YB3r,5/08/2020,38,211295,0.404,0.702,0.249,0.000911,0.171,0.284,-15.881,0.0472,120.221,7,4,Sad
Hunter,Hunter,Anna Calvi,2NRZo1Y3T6UaVCz1i8dMqm,31/07/2018,22,251693,0.439,0.316,0.454,0.000696,0.0901,0.388,-8.251,0.028,97.97,5,4,Sad
I Can't Help (with Sarcastic Sounds),I Can't Help (with Sarcastic Sounds),Shoffy,1OdYu7mDO94ydUvfZPaPvP,7/02/2020,47,121250,0.714,0.393,0.4,0.000718,0.109,0.318,-8.264,0.0618,81.974,2,4,Sad
I Don't Know (feat. Samuel T. Herring),I Don't Know (feat. Samuel T. Herring),BADBADNOTGOOD,2rx8InAMTVDeZdkLUWHDmA,20/10/2017,0,256040,0.389,0.24,0.52,0.00467,0.337,0.654,-8.114,0.0332,134.329,0,4,Sad
I Took A Pill In Ibiza,"At Night, Alone.",Mike Posner,1PiKcVhlmHPvL7IPjx9dJk,6/05/2016,0,280800,0.636,0.618,0.319,1.70E-06,0.125,0.378,-10.065,0.0718,74.109,10,4,Sad
I dine Ã¸jne,I dine Ã¸jne,Efterklang,07htwTiSZVnQfdl38siCIn,21/08/2019,0,297249,0.67,0.762,0.417,0.0214,0.104,0.0708,-12.553,0.0404,121.13,8,4,Sad
I'm Your Man,And Nothing Hurt,Spiritualized,5FRWe0PkPj4CQ4fvibzTEh,7/09/2018,32,268655,0.429,0.475,0.356,0.481,0.125,0.0965,-7.615,0.0282,139.915,0,3,Sad
I've Been Fine,LoveLaws,TT,0KyPBZ6PAxzpcAobqxhaHu,18/05/2018,23,241079,0.548,0.13,0.569,0.00134,0.0584,0.265,-6.215,0.039,75.082,11,4,Sad
If You Think It's Love,Cheap Queen,King Princess,3iiL6merNpFNX1bny9sfvM,25/10/2019,57,203946,0.432,0.807,0.34,0,0.0864,0.449,-7.977,0.0824,135.172,5,4,Sad
Indigo,Indigo,LEFT.,2qoKkOBw3dAd8AlITOQ2Ca,8/03/2019,49,196589,0.503,0.488,0.504,1.59E-06,0.122,0.67,-6.843,0.416,85.39,0,4,Sad
Into Black,Blouse,Blouse,5d8pKJxoDlYX2SoFR6RCsm,31/10/2011,47,208237,0.705,0.463,0.681,0.839,0.123,0.707,-8.278,0.0258,114.003,9,4,Sad
It Takes Me Back,Hopeless Romantics,Emmrose,07FUh3cxCPNQFIIp8aSWCy,20/03/2020,41,142200,0.487,0.902,0.111,0.000107,0.35,0.179,-11.608,0.0356,87.161,5,4,Sad
It's My Fault,It's My Fault,Lolo ZouaÃ¯,3QP17SZh39ZVczQnopq9BE,24/04/2020,54,195986,0.647,0.815,0.235,1.78E-05,0.233,0.0382,-10.123,0.0389,129.85,8,4,Sad
Jealous,Jealous,Labrinth,4L2K7JKseFCBoHMZEAszW0,21/11/2014,79,287693,0.435,0.873,0.155,0,0.107,0.0935,-8.948,0.046,128.532,1,3,Sad
"John Wayne Gacy, Jr.",Illinois,Sufjan Stevens,2gFBh7NnEfSeBoZZDB5d2C,5/07/2005,50,199920,0.463,0.917,0.179,1.73E-05,0.12,0.183,-14.852,0.0402,80.747,0,4,Sad
Jupiter 4,Jupiter 4,Sharon Van Etten,64BirkPW9F4XgzoLAiOBCP,27/11/2018,39,314080,0.475,0.0168,0.498,0.492,0.137,0.0592,-10.609,0.0303,88.882,10,4,Sad
K.,K.,Rosie Carney,6vG1pcmNGdG6Vu62I9nLGL,5/01/2018,58,269000,0.348,0.962,0.226,0.00483,0.135,0.173,-10.918,0.0386,129.251,3,3,Sad
Kangaroo (Remastered),It'll End In Tears (Remastered),This Mortal Coil,1HdIqEOl9MxoJNsz33VOvW,1984,47,209093,0.19,0.768,0.167,0.164,0.126,0.0491,-11.298,0.0291,169.636,3,4,Sad
Kids In The Dark,Kids In The Dark,Bat For Lashes,2dqq3YMX6nlJKXhrjY5W4J,10/06/2019,35,208613,0.47,0.524,0.526,0.00557,0.0856,0.257,-10.987,0.0307,138.978,1,4,Sad
Kinky Living,Clockdust,Rustin Man,4eMoWR7Lughvru6Rn97uPi,20/03/2020,19,285000,0.526,0.709,0.493,0.606,0.0993,0.574,-9.728,0.0428,154.071,2,4,Sad
Kinky Love,Flesh Balloon,Pale Saints,3Uz3K1Ctq6MOIDqRddKHXo,24/06/1991,46,244240,0.376,0.133,0.277,0,0.0643,0.309,-18.291,0.0357,178.814,1,4,Sad
Last Time,Last Time,Johnning,7v3tuzPub1Qd490tiVddwF,15/05/2020,54,202480,0.628,0.111,0.587,0,0.156,0.4,-5.195,0.0441,140.01,7,4,Sad
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,15/12/2014,73,260533,0.546,0.818,0.311,1.65E-05,0.107,0.246,-10.396,0.0288,147.464,1,4,Sad
Let It Out,Xy Chelsea (Original Soundtrack),Jehnny Beth,72rHjyz3i7K90Hk1eF1f0c,7/06/2019,38,213173,0.596,0.381,0.528,0.859,0.205,0.15,-12.481,0.0289,117.041,2,4,Sad
Light Years,Light Years,The National,0dcKsPZVWa64MvnoCes49q,4/04/2019,0,213373,0.544,0.95,0.316,0.7,0.0978,0.173,-11.666,0.0307,124.989,4,4,Sad
Linger,Linger,No Vacation,7zWQ9qz0vAK75QBTGLZ0Wb,1/04/2019,40,262375,0.54,0.0122,0.574,0.000658,0.226,0.225,-7.006,0.0232,94.975,7,4,Sad
Living,Reflection of Youth,EERA,4ytv5Yzyal3LzKyMjRXjse,3/11/2017,31,279826,0.46,0.14,0.59,0.591,0.112,0.212,-9.375,0.0327,118.008,6,4,Sad
London Thunder,London Thunder,Foals,4gkoh2vAD57fGEITzteaUh,24/08/2015,37,254426,0.489,0.641,0.357,0.333,0.0838,0.0388,-9.745,0.0259,92.009,6,4,Sad
Long Way Down,Long Way Down (Deluxe),Tom Odell,1uVk6S6Fpkrmji0iTpgKEC,24/06/2013,59,149773,0.367,0.972,0.121,0.0322,0.0871,0.0926,-13.778,0.0335,132.244,6,4,Sad
Lorelei,Treasure,Cocteau Twins,1MwGbyzRmPXWABLIdW8tzG,1/11/1984,53,223573,0.387,0.000158,0.669,0.423,0.166,0.414,-11.187,0.0395,90.995,0,4,Sad
Losing You,Human,Aquilo,5aFSzu0b7ccAYjTkbTNTsQ,8/12/2014,50,205859,0.383,0.63,0.446,0,0.0946,0.213,-8.693,0.0382,77.399,0,4,Sad
Lost Moon,I Can Feel the Night Around Me,Nightlands,5QlL4Rxjw3MQbx8Xvs75ts,5/05/2017,33,356125,0.448,0.328,0.591,0.708,0.111,0.303,-9.291,0.0327,145.482,0,4,Sad
Love Is A Losing Game,Back To Black,Amy Winehouse,4IMBnBRqm9RALmLrRqfMor,1/01/2006,0,154160,0.48,0.317,0.561,0.00641,0.184,0.541,-5.874,0.027,164.791,0,4,Sad
Marbles,The First Tindersticks Album,Tindersticks,4iVWQTuwKG4JKtGOjx6T9V,11/10/1993,40,269866,0.49,0.0934,0.521,0.862,0.266,0.148,-9.601,0.0295,107.778,2,4,Sad
Minus,Minus,Daniel Blumberg,5Z8onMr6EW2eNDamrDoWi5,15/03/2018,0,342493,0.244,0.501,0.254,0.0458,0.105,0.0909,-12.966,0.0296,81.049,7,4,Sad
Movies,Movies,Weyes Blood,4ZYFWXoHCIdsdgUdOMK9fr,19/03/2019,30,353732,0.0903,0.646,0.362,0.402,0.106,0.0964,-8.929,0.0337,74.729,7,4,Sad
"Murder Song (5, 4, 3, 2, 1) - Acoustic",All My Demons Greeting Me As A Friend (Deluxe),AURORA,6MM22AtXB7I5gfTErMF0mJ,11/03/2016,55,218666,0.398,0.902,0.0887,1.76E-06,0.0873,0.356,-13.683,0.0334,74.797,9,4,Sad
Mykki,LoveLaws,TT,1Lq9ieTRd9TtXXBh5y63E6,18/05/2018,25,250373,0.665,0.336,0.56,0.0857,0.327,0.414,-7.301,0.0667,98.015,7,4,Sad
Never My Love,Voices In The Sky,Isobel Campbell,4zRkmGHVgGGnJMhemMXD6I,7/08/2020,37,206584,0.764,0.666,0.245,0.787,0.0967,0.356,-16.201,0.0383,101.968,8,4,Sad
Night on Earth,Night on Earth,Jerkcurb,2OAOS8qkuKu5Kd8TvA5BAA,4/07/2016,38,340768,0.268,0.0656,0.494,2.61E-05,0.123,0.136,-7.219,0.0321,102.065,4,3,Sad
No Time To Die,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,13/02/2020,82,242265,0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.537,4,4,Sad
No Woman,Light Upon the Lake,Whitney,1CLmFKW99S8eJrebO3GB04,3/06/2016,66,237973,0.581,0.893,0.4,0.576,0.161,0.433,-8.739,0.0291,112.331,2,4,Sad
Nobody,Nobody,Mac DeMarco,46SWSNRB3oAAOu21Apj22z,5/03/2019,50,212460,0.877,0.776,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,3,4,Sad
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,21/01/2015,61,216186,0.404,0.274,0.48,8.63E-06,0.132,0.2,-8.906,0.0303,129.162,9,3,Sad
Older Than I Am,Three. Two. One.,Lennon Stella,15VDHAMS4JCLziCjNkmQl1,24/04/2020,66,181533,0.44,0.891,0.306,0,0.103,0.201,-8.947,0.0363,117.288,9,4,Sad
On Another Ocean (January / June),On Another Ocean (January / June) [Edit],Fleet Foxes,2fgMzSoDaPrU4EYsrkAwVn,29/09/2017,0,263373,0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.512,0.0285,100.597,7,4,Sad
Only,Only,RY X,0yfd3MSq6JEsNxOzSLJR7g,4/03/2016,0,268455,0.373,0.906,0.178,0.558,0.109,0.0933,-15.52,0.0303,108.605,7,4,Sad
Only You,We Were Here,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,2006,55,149013,0.545,0.362,0.255,1.77E-05,0.0841,0.831,-14.844,0.0311,98.088,8,4,Sad
Out of Control,Blind Spot,Lush,13i7d4s5EkgOIDHdzM0R4w,30/09/2017,0,262253,0.328,0.0041,0.799,6.29E-06,0.069,0.502,-5.992,0.0296,169.896,2,3,Sad
Outside,Outside,MorMor,7Cx3kiPstZOSKAqTe3LtEi,21/03/2019,51,238020,0.637,0.0925,0.613,0.425,0.156,0.598,-7.432,0.0272,127.006,1,4,Sad
Pain,A Deeper Understanding,The War On Drugs,59P1nrdEImkAKa1nyW9X2e,25/08/2017,60,330760,0.523,0.00387,0.833,0.000339,0.0841,0.482,-4.374,0.0405,115.975,7,4,Sad
Pass The Hours,Pass The Hours,MorMor,4EVpdoFt3L6sAa4hivmWz9,7/12/2018,54,223440,0.778,0.179,0.639,0.000934,0.322,0.543,-5.985,0.0292,119.977,6,4,Sad
People Help the People,Birdy (Deluxe Version),Birdy,6XRNCAnxJIB1p4RPdFVSq0,4/11/2011,58,256236,0.407,0.778,0.308,1.46E-05,0.092,0.153,-9.001,0.0296,73.254,10,3,Sad
Play The Ghost,Play The Ghost,Sarah Davachi,0nL2bTth1UVQHWDDumMm3f,6/08/2020,31,301291,0.118,0.911,0.0567,0.879,0.106,0.0391,-19.274,0.0427,83.721,11,4,Sad
Quick Canal (W/ Laetita Sadier),Logos,Atlas Sound,2mJhNvt2dDCfcNn8IZg6sF,19/10/2009,42,518373,0.299,0.169,0.541,0.795,0.132,0.191,-10.641,0.0513,142.724,7,4,Sad
"Quiet, The Winter Harbor",Still EP,Mazzy Star,1OArWxrw689jZXaJzSErbh,1/06/2018,37,255358,0.321,0.973,0.0792,0.104,0.0888,0.106,-17.737,0.0329,145.293,5,3,Sad
Recording 15,Living Water,Shannon Lay,1vNfYCzcCJz0FY7MVVA9lM,22/09/2017,60,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11,4,Sad
Renee's Song,Renee's Song,Bazzi,13iMiwdY7pgE1f7NwYKr1D,1/04/2020,73,130545,0.593,0.794,0.229,0,0.167,0.42,-8.888,0.0307,117.823,9,4,Sad
River,Bones,St Woods,2mXnsGgq0K4qfcYmw0rccK,8/05/2020,42,276960,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,11,4,Sad
Riverside,Philharmonics,Agnes Obel,1UmFRZU3taMGZApPhK32mc,4/10/2010,3,228546,0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,9,3,Sad
Romance,Ex:Re,Ex:Re,7Ky78y9gxAKlujRin3vzZf,30/11/2018,0,403469,0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,9,4,Sad
Rylan,I Am Easy to Find,The National,18IyalmZGqUTwvZStMf7A1,17/05/2019,56,223853,0.609,0.403,0.789,0.0811,0.0446,0.717,-5.565,0.0468,144.047,11,4,Sad
Sad Corny Fuck,Hold It Together,JP Saxe,5YlHgqWo3Kt2mF88ubmR62,7/02/2020,55,220520,0.604,0.835,0.179,0,0.162,0.391,-15.383,0.0339,124.982,2,3,Sad
Samson,Begin to Hope (Special Edition),Regina Spektor,2bbhyUWJ5VjdfI3P4PRLu2,13/06/2006,51,189335,0.49,0.862,0.193,9.74E-06,0.113,0.184,-9.544,0.0421,89.154,11,4,Sad
She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,6dZO9UMcM7c1YLDBpEHwED,21/07/2017,41,204241,0.9,0.632,0.255,3.91E-05,0.0953,0.483,-12.664,0.221,94.978,6,4,Sad
Should Have Known Better,Carrie & Lowell,Sufjan Stevens,5I6y1KWmUoV5YCaIEcs1qs,31/03/2015,65,307697,0.571,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,7,4,Sad
Silhouette,Have You In My Wilderness,Julia Holter,4riNlzZh1Xd4xqbIWy7zfM,25/09/2015,37,233546,0.445,0.173,0.469,0.000624,0.0998,0.535,-5.981,0.0291,178.052,8,4,Sad
Simple Song,The Boy Who Cried Wolf,Passenger,70HWRkitkAKfos500LBk0T,28/07/2017,62,228480,0.631,0.616,0.402,0.0114,0.0892,0.598,-11.125,0.0286,78,5,4,Sad
Sinking Man - The Walking Dead Soundtrack,The Walking Dead (AMCâ€™s Original Soundtrack â€“ Vol. 1),Various Artists,5Hd6DPGjqihEnWSiGRzqr6,1/01/2013,0,166560,0.684,0.905,0.0646,1.86E-05,0.0789,0.334,-18.052,0.0522,95.99,10,3,Sad
Skinny Love,"For Emma, Forever Ago",Bon Iver,1NyFRrFiJAJIaR6icj1goI,12/05/2008,67,238532,0.592,0.842,0.256,2.38E-06,0.088,0.103,-14.031,0.0449,76.361,4,4,Sad
Sleep,Son of a Lady,Hope Sandoval and the Warm Inventions,7C0naD1GsrGZTKGMbg7m7I,15/09/2017,25,228873,0.55,0.843,0.596,0.462,0.15,0.207,-8.962,0.0335,143.182,10,4,Sad
Slow It Down,The Lumineers,The Lumineers,0ewX9JsKy9oa4IifkFSroa,1/01/2012,0,305346,0.423,0.928,0.0657,1.40E-06,0.0922,0.105,-14.421,0.0386,98.489,1,3,Sad
